,AvgQueueTimeCl,AvgQueueTime_SC,AvgTimeToGate,PaxCompleted_SC,PaxCompleted_Cl,NumMissedFlights,TotalExpenditure,AvgMaxPaxInQueueCl,MaxPaxInQueue_SC,Seed1,Gui,Timestep,EndTimeSimulation,Seed2,CheckInStrategy,SecurityCheckpointStrategy,CallToGateStrategy,ScaleCheckpointTime,Timeslot1,Timeslot2,Timeslot3,Timeslot4,Timeslot5,Timeslot6,Timeslot7,ActiveGate1,ActiveGate2,ActiveGate3,ActiveGate4,ActiveGate5,ActiveGate6,ActiveGate7,NumberPaxFlight1,NumberPaxFlight2,NumberPaxFlight3,NumberPaxFlight4,NumberPaxFlight5,NumberPaxFlight6,NumberPaxFlight7,MinimumOccupancy1,MinimumOccupancy2,MinimumOccupancy3,MinimumOccupancy4,MinimumOccupancy5,MinimumOccupancy6,MinimumOccupancy7
92,290.50005017675085,620.7634833055847,1192.3199143264435,708.0155642023346,361.29571984435796,0.1556420233463035,1103.3774319066147,11.365758754863814,109.62256809338521,1649783711135.3657,0.0,100.0,12600.0,0.0,10.0,7.0,50.0,1.0,9000.0,9000.0,9300.0,9600.0,9900.0,11100.0,12000.0,6.0,1.0,7.0,9.0,4.0,2.0,5.0,147.0,103.0,112.0,55.0,94.0,120.0,115.0,74.0,74.0,74.0,48.0,74.0,74.0,74.0
93,216.21649415330816,480.22011557212375,1071.8147494088205,561.6809338521401,287.3891050583658,0.2723735408560311,1180.4785992217899,8.577821011673151,56.735408560311285,1649786014172.533,0.0,100.0,12600.0,0.0,5.0,5.0,36.0,1.0,9000.0,9000.0,9300.0,9600.0,9900.0,11100.0,12000.0,6.0,1.0,7.0,9.0,4.0,2.0,5.0,84.0,88.0,100.0,56.0,76.0,90.0,98.0,74.0,74.0,74.0,48.0,74.0,74.0,74.0
94,215.28004124654967,554.5916922589274,1084.9508175057438,559.875,285.5234375,0.12109375,794.12109375,9.9677734375,81.62109375,1649787896156.2695,0.0,100.0,12600.0,0.0,2.0,1.0,56.0,1.0,9000.0,9000.0,9300.0,9600.0,9900.0,11100.0,12000.0,6.0,1.0,7.0,9.0,4.0,2.0,5.0,95.0,84.0,112.0,80.0,115.0,74.0,104.0,74.0,74.0,74.0,48.0,74.0,74.0,74.0
95,266.768123556033,1173.8380422611538,1684.5434188976112,805.5992217898832,411.5408560311284,0.77431906614786,740.5214007782101,12.73443579766537,205.91050583657588,1649789366196.922,0.0,100.0,12600.0,0.0,6.0,3.0,60.0,1.0,9000.0,9000.0,9300.0,9600.0,9900.0,11100.0,12000.0,6.0,1.0,7.0,9.0,4.0,2.0,5.0,145.0,131.0,120.0,67.0,132.0,139.0,116.0,74.0,74.0,74.0,48.0,74.0,74.0,74.0
96,280.82472633323437,638.7100737265255,1286.5776126364794,617.00390625,314.1484375,1.3671875,1332.77734375,10.5400390625,87.6875,1649791954591.0195,0.0,100.0,12600.0,0.0,1.0,1.0,31.0,1.0,9000.0,9000.0,9300.0,9600.0,9900.0,11100.0,12000.0,6.0,1.0,7.0,9.0,4.0,2.0,5.0,83.0,88.0,120.0,98.0,83.0,93.0,86.0,74.0,74.0,74.0,48.0,74.0,74.0,74.0
97,189.61883155187562,584.8646272426341,1085.2957315580334,723.16015625,368.17578125,0.0,936.28515625,9.8623046875,99.56640625,1649793635822.2578,0.0,100.0,12600.0,0.0,2.0,6.0,58.0,1.0,9000.0,9000.0,9300.0,9600.0,9900.0,11100.0,12000.0,6.0,1.0,7.0,9.0,4.0,2.0,5.0,93.0,127.0,115.0,52.0,92.0,145.0,139.0,74.0,74.0,74.0,48.0,74.0,74.0,74.0
98,249.82533860127742,994.0066751490917,1515.084379809892,741.47265625,378.3984375,0.34765625,876.12109375,11.3388671875,160.0234375,1649795472163.7773,0.0,100.0,12600.0,0.0,3.0,2.0,55.0,1.0,9000.0,9000.0,9300.0,9600.0,9900.0,11100.0,12000.0,6.0,1.0,7.0,9.0,4.0,2.0,5.0,148.0,114.0,81.0,76.0,116.0,137.0,110.0,74.0,74.0,74.0,48.0,74.0,74.0,74.0
99,200.96057068000127,1075.2087975473737,1560.9942590170037,791.2101167315175,403.6964980544747,0.054474708171206226,824.2412451361868,11.523346303501945,185.7704280155642,1649797363561.4746,0.0,100.0,12600.0,0.0,2.0,4.0,57.0,1.0,9000.0,9000.0,9300.0,9600.0,9900.0,11100.0,12000.0,6.0,1.0,7.0,9.0,4.0,2.0,5.0,130.0,140.0,93.0,81.0,131.0,134.0,126.0,74.0,74.0,74.0,48.0,74.0,74.0,74.0
100,301.6036570466728,1010.2976649653993,1547.1955340777247,805.531007751938,414.7093023255814,8.093023255813954,872.4612403100775,14.542635658914728,169.08139534883722,1649799944990.841,0.0,100.0,12600.0,0.0,7.0,6.0,60.0,1.0,9000.0,9000.0,9300.0,9600.0,9900.0,11100.0,12000.0,6.0,1.0,7.0,9.0,4.0,2.0,5.0,112.0,110.0,136.0,85.0,120.0,149.0,145.0,74.0,74.0,74.0,48.0,74.0,74.0,74.0
101,326.189628153781,1356.289045866009,1897.8483863091706,671.2421875,382.2109375,77.4375,1362.7578125,14.2451171875,168.8671875,1649457640535.4805,0.0,100.0,12600.0,0.0,7.0,1.0,33.0,1.0,9000.0,9000.0,9300.0,9600.0,9900.0,11100.0,12000.0,6.0,1.0,7.0,9.0,4.0,2.0,5.0,141.0,108.0,88.0,85.0,141.0,134.0,92.0,74.0,74.0,74.0,48.0,74.0,74.0,74.0
102,203.5621395903416,868.7763087643981,1474.4355402084398,787.2578125,400.7890625,0.0,1733.84765625,12.0322265625,162.30859375,1649802563581.1719,0.0,100.0,12600.0,0.0,2.0,8.0,24.0,1.0,9000.0,9000.0,9300.0,9600.0,9900.0,11100.0,12000.0,6.0,1.0,7.0,9.0,4.0,2.0,5.0,149.0,106.0,116.0,96.0,134.0,145.0,84.0,74.0,74.0,74.0,48.0,74.0,74.0,74.0
103,207.95664388290794,427.55519252430526,949.8480240980615,493.56640625,252.02734375,0.0,684.37890625,8.728515625,64.75,1649804658281.039,0.0,100.0,12600.0,0.0,2.0,3.0,58.0,1.0,9000.0,9000.0,9300.0,9600.0,9900.0,11100.0,12000.0,6.0,1.0,7.0,9.0,4.0,2.0,5.0,81.0,78.0,83.0,72.0,115.0,91.0,74.0,74.0,74.0,74.0,48.0,74.0,74.0,74.0
104,300.628314635519,608.8451466634183,1257.5646560077093,605.7898832684825,308.84824902723733,0.28793774319066145,1319.8365758754865,10.51556420233463,86.1284046692607,1649805990216.7043,0.0,100.0,12600.0,0.0,1.0,1.0,31.0,1.0,9000.0,9000.0,9300.0,9600.0,9900.0,11100.0,12000.0,6.0,1.0,7.0,9.0,4.0,2.0,5.0,114.0,88.0,131.0,51.0,75.0,104.0,75.0,74.0,74.0,74.0,48.0,74.0,74.0,74.0
105,345.13312384372693,1154.2802507209228,1706.2359508256332,823.1640625,419.9921875,2.28515625,778.421875,16.35546875,210.28515625,1649808015862.8633,0.0,100.0,12600.0,0.0,4.0,4.0,59.0,1.0,9000.0,9000.0,9300.0,9600.0,9900.0,11100.0,12000.0,6.0,1.0,7.0,9.0,4.0,2.0,5.0,136.0,129.0,123.0,78.0,129.0,139.0,136.0,74.0,74.0,74.0,48.0,74.0,74.0,74.0
106,270.7613874316014,1246.9505066816146,1820.67714020187,780.78515625,405.94140625,15.5625,1332.2890625,12.5537109375,196.4609375,1649810102433.539,0.0,100.0,12600.0,0.0,5.0,2.0,38.0,1.0,9000.0,9000.0,9300.0,9600.0,9900.0,11100.0,12000.0,6.0,1.0,7.0,9.0,4.0,2.0,5.0,137.0,126.0,127.0,68.0,124.0,147.0,109.0,74.0,74.0,74.0,48.0,74.0,74.0,74.0
107,264.9043838140126,484.21085772322505,1123.2638114737697,648.7421875,330.2578125,0.01171875,1500.03515625,10.2392578125,81.42578125,1649812230922.8828,0.0,100.0,12600.0,0.0,10.0,6.0,26.0,1.0,9000.0,9000.0,9300.0,9600.0,9900.0,11100.0,12000.0,6.0,1.0,7.0,9.0,4.0,2.0,5.0,128.0,105.0,98.0,58.0,83.0,130.0,82.0,74.0,74.0,74.0,48.0,74.0,74.0,74.0
